SubjectId,WP_coif1_aah_mean,WP_coif1_aah_std,WP_coif1_aav_mean,WP_coif1_aav_std,WP_coif1_aad_mean,WP_coif1_aad_std,WP_coif1_aha_mean,WP_coif1_aha_std,WP_coif1_ahh_mean,WP_coif1_ahh_std,WP_coif1_ahv_mean,WP_coif1_ahv_std,WP_coif1_ahd_mean,WP_coif1_ahd_std,WP_coif1_ava_mean,WP_coif1_ava_std,WP_coif1_avh_mean,WP_coif1_avh_std,WP_coif1_avv_mean,WP_coif1_avv_std,WP_coif1_avd_mean,WP_coif1_avd_std,WP_coif1_ada_mean,WP_coif1_ada_std,WP_coif1_adh_mean,WP_coif1_adh_std,WP_coif1_adv_mean,WP_coif1_adv_std,WP_coif1_add_mean,WP_coif1_add_std,WP_coif1_haa_mean,WP_coif1_haa_std,WP_coif1_hah_mean,WP_coif1_hah_std,WP_coif1_hav_mean,WP_coif1_hav_std,WP_coif1_had_mean,WP_coif1_had_std,WP_coif1_hha_mean,WP_coif1_hha_std,WP_coif1_hhh_mean,WP_coif1_hhh_std,WP_coif1_hhv_mean,WP_coif1_hhv_std,WP_coif1_hhd_mean,WP_coif1_hhd_std,WP_coif1_hva_mean,WP_coif1_hva_std,WP_coif1_hvh_mean,WP_coif1_hvh_std,WP_coif1_hvv_mean,WP_coif1_hvv_std,WP_coif1_hvd_mean,WP_coif1_hvd_std,WP_coif1_hda_mean,WP_coif1_hda_std,WP_coif1_hdh_mean,WP_coif1_hdh_std,WP_coif1_hdv_mean,WP_coif1_hdv_std,WP_coif1_hdd_mean,WP_coif1_hdd_std,WP_coif1_vaa_mean,WP_coif1_vaa_std,WP_coif1_vah_mean,WP_coif1_vah_std,WP_coif1_vav_mean,WP_coif1_vav_std,WP_coif1_vad_mean,WP_coif1_vad_std,WP_coif1_vha_mean,WP_coif1_vha_std,WP_coif1_vhh_mean,WP_coif1_vhh_std,WP_coif1_vhv_mean,WP_coif1_vhv_std,WP_coif1_vhd_mean,WP_coif1_vhd_std,WP_coif1_vva_mean,WP_coif1_vva_std,WP_coif1_vvh_mean,WP_coif1_vvh_std,WP_coif1_vvv_mean,WP_coif1_vvv_std,WP_coif1_vvd_mean,WP_coif1_vvd_std,WP_coif1_vda_mean,WP_coif1_vda_std,WP_coif1_vdh_mean,WP_coif1_vdh_std,WP_coif1_vdv_mean,WP_coif1_vdv_std,WP_coif1_vdd_mean,WP_coif1_vdd_std,WP_coif1_daa_mean,WP_coif1_daa_std,WP_coif1_dah_mean,WP_coif1_dah_std,WP_coif1_dav_mean,WP_coif1_dav_std,WP_coif1_dad_mean,WP_coif1_dad_std,WP_coif1_dha_mean,WP_coif1_dha_std,WP_coif1_dhh_mean,WP_coif1_dhh_std,WP_coif1_dhv_mean,WP_coif1_dhv_std,WP_coif1_dhd_mean,WP_coif1_dhd_std,WP_coif1_dva_mean,WP_coif1_dva_std,WP_coif1_dvh_mean,WP_coif1_dvh_std,WP_coif1_dvv_mean,WP_coif1_dvv_std,WP_coif1_dvd_mean,WP_coif1_dvd_std,WP_coif1_dda_mean,WP_coif1_dda_std,WP_coif1_ddh_mean,WP_coif1_ddh_std,WP_coif1_ddv_mean,WP_coif1_ddv_std,WP_coif1_ddd_mean,WP_coif1_ddd_std,task_1_label,task_2_label
case_00000,0.2516607524578337,0.3610304007203458,0.1477518527875255,0.3262415757782637,0.07749986050266709,0.15778667965409032,0.09676559469198477,0.17397777822854027,0.1413236125035233,0.23387494496087485,0.03905365282559444,0.07898832436350116,0.05518728771903727,0.1141660600154748,0.05974305803560298,0.10994034943791624,0.04167001323670896,0.08522096104339769,0.09479042685637484,0.20813044752451823,0.06352406323869982,0.13063238836439942,0.026682030069683078,0.05322987292527169,0.03608701666052332,0.07330662531398852,0.031013360361325754,0.06014509037344102,0.04425242986596577,0.09000565126404388,0.042598575440260064,0.06394542799455014,0.06000111956427384,0.10021281795061925,0.02072233520310981,0.0369082879992613,0.025282869259684752,0.04798928083370843,0.06621596905365214,0.11562851112396468,0.053168059556926404,0.096864984407374,0.03157989753280611,0.07149712123264146,0.028681603535671715,0.05574433796204947,0.014387821290359544,0.025883533762145045,0.017883195246340675,0.03289462361229179,0.018119111359986624,0.033569367259904254,0.020354831443170077,0.03662335146423023,0.022097291006188628,0.042376404167859295,0.02107926354560081,0.03976597282025087,0.02517661566084137,0.05241020230562283,0.024986574021997332,0.04699603250462013,0.02263210832819906,0.03931230341889008,0.020269564338731075,0.03913146057907818,0.030450184699932527,0.0587384381981056,0.022721488213551043,0.04360110794006523,0.015160894977324231,0.02958659675135469,0.01574519586210956,0.029233847352832354,0.02021982679519408,0.04690257185273697,0.02302180445759032,0.05610969035553344,0.03763972698271809,0.06721596601442016,0.030206875398386967,0.05652251367432422,0.039996992867776256,0.08569978521167088,0.03393938948454421,0.06455968580351522,0.023714194432441174,0.050022902661868644,0.027986039868440185,0.06094250032629058,0.02342715561967309,0.048469108119277494,0.025700825551021295,0.055100567161665344,0.010418205491284319,0.016919729896624432,0.01300919450483636,0.025004613058985603,0.011995493254373404,0.022148699700454664,0.013649830030097933,0.025206260978371798,0.015529179888179465,0.0315574213025028,0.015308868651360273,0.031404923996320944,0.018592437591761737,0.04088408150687442,0.016054916864370408,0.029553404240322784,0.01414424093371487,0.024417386059705396,0.015109825635505088,0.026045155167134876,0.01453558793806003,0.027934210718626742,0.016134262375325736,0.02913557387222124,0.022347182464628624,0.0522751955233547,0.01960503541319929,0.0394663950412847,0.022414237654417718,0.04896265036600206,0.021402393238098127,0.043068700233856935,0,2
case_00001,0.3339837289764543,0.41264444803688494,0.2368269441505951,0.38547402149877574,0.11008174202220387,0.185870856408446,0.09246975127540175,0.11922369204944426,0.15059027348785062,0.21379844441862805,0.053211739979430205,0.07543807455570697,0.07425294482796818,0.1258836823088765,0.09674103325828137,0.1435007697452584,0.06559316553904329,0.10407734654149402,0.1373987773545391,0.2226997060550448,0.08056796518365121,0.13036565307255765,0.035556341999515476,0.05007157732793045,0.04538964900422124,0.06926490779140923,0.043170023617905846,0.06075598026944259,0.06024812119118497,0.08876401401816722,0.04514379989505429,0.057746090540291437,0.06116245620347198,0.07506187568967514,0.02615837082686983,0.035149650501982085,0.031111800316722116,0.04683687407273543,0.07421677284513843,0.1018102075440294,0.07844344812273468,0.12153929655234304,0.03980346379561006,0.06431184326550927,0.034846894762051016,0.05178955015746977,0.021022613029890936,0.024848880165951624,0.024644754333415488,0.0321801501168875,0.02380974028772442,0.028811622477258155,0.0273326263362632,0.03747894222023887,0.030625410082887695,0.043206391955610546,0.027471205923538237,0.03527224850987138,0.035535948838320154,0.04890642457442386,0.032195881984095315,0.04471166976975666,0.03867552882807145,0.0524961118319896,0.030325610337541185,0.04291961992935731,0.051198854933496483,0.07512462387796849,0.03547586424659111,0.0524441503560648,0.022551050047818388,0.03223227593330544,0.025926307110498342,0.03538267251551491,0.0268526987389646,0.039740651578553186,0.027559655257526402,0.03521016835501125,0.07220986381713738,0.11125515875479454,0.05066220425455594,0.0820372887127637,0.06118112272234319,0.09419988530143408,0.04882606420756602,0.0686808971703521,0.032527557382236394,0.04768987379811181,0.0388220351762758,0.06005534338984459,0.029068706500138597,0.04326685218275249,0.03433472654800546,0.04996069658377348,0.01657851848129645,0.022478351789667096,0.017725313121143015,0.024354893986466335,0.0196316414987525,0.025755939376405582,0.02041197284606725,0.026157963177075142,0.019514861571179095,0.026542061058238715,0.01964459451762161,0.02531516109944249,0.023582754052303583,0.033166963555237565,0.0234558020884919,0.030689650141372076,0.019412129554331792,0.023265655869334052,0.024222271208494916,0.032246511661737975,0.02117464932897514,0.02689639837009745,0.024071711839556947,0.03246766914538231,0.028011420870317195,0.03940778311111765,0.0285670304661492,0.03776371654906886,0.025620934728429585,0.034746034519391886,0.024994201982029996,0.03546190170754978,0,1
case_00002,0.3755678668354704,0.540653347454493,0.1611194365578082,0.3200542800001393,0.11264538541798352,0.20953564838121286,0.12519567190145348,0.19149586012211428,0.2254329488397544,0.374823323298404,0.05422253218973522,0.09610802782734457,0.07592041603739198,0.14124764024126174,0.0648496165821043,0.12079407004179864,0.053611488624701074,0.09150074850478322,0.09331262591896643,0.1833389712793944,0.0752381767558582,0.13399440214448208,0.03473773852592604,0.056503757515184036,0.045674521510488716,0.08554970178987541,0.04268393431926019,0.069598642781445,0.05442430389806429,0.09638013299815726,0.0602534654586505,0.12021554028290264,0.10138135996001052,0.1875513809484685,0.027387513926682913,0.039724657193414725,0.03190249792085797,0.05505989182246485,0.1583369001623223,0.342207344327977,0.14383754396727136,0.27881644384315457,0.04358090046228426,0.08128519831876517,0.04089962342208367,0.06942217524047664,0.02342498717888036,0.04485777487104265,0.027270281529180342,0.04911981536904778,0.025148438736288695,0.042530124423425256,0.03187303401815766,0.058538856273490446,0.030050918404680476,0.0520733853977675,0.02913783408757509,0.05221403097981356,0.03588138188345916,0.05827185632942596,0.03552801354022239,0.05807257320570743,0.02718959674992044,0.04894060739699888,0.02332005684115068,0.03995993728800929,0.033599785191181675,0.06378098505537923,0.03466617144259773,0.06674313493841662,0.018556948582409995,0.03097274905088882,0.02170957549988365,0.03371910706066858,0.023279806226081834,0.041005437356750565,0.027003891992661837,0.04772417187246124,0.04376515816948628,0.08765010988701774,0.04510671443519766,0.0840245110302607,0.04109757474752006,0.07062556170299983,0.04029097453280687,0.07637155416829983,0.030055016245548617,0.052434443595508404,0.037921978578263654,0.07113144015817119,0.02893311705612203,0.049676963789497465,0.03406098650942977,0.05853685857606721,0.015373082031193159,0.025781158172081584,0.017061433020415368,0.028721047388319657,0.017623014365595834,0.02806887814844797,0.01892081977716349,0.033070081633087924,0.02006765816999851,0.03374985794151655,0.019262426036533477,0.03446919548865965,0.023840196636259994,0.038965895002252775,0.022316408106567334,0.038038690208489254,0.019098499596055314,0.03214147460940233,0.020914208064591783,0.03577314339294528,0.019300192335575988,0.031733852560505114,0.021058236499646187,0.032959689641826155,0.027827871748098598,0.04642994566877683,0.025795246634357918,0.042936506448601405,0.02422559003273968,0.04105479499629043,0.02605311394244595,0.041071754081466565,1,3
case_00003,0.3573304260518321,0.4469600065073714,0.19676798851402524,0.36382680147743557,0.11003699018505643,0.19022506844589454,0.11466213780123653,0.16541935220375395,0.1579394266724501,0.21786900049631683,0.051930690895287394,0.08625948197691043,0.0688429027479233,0.1305892073662514,0.07950899773164018,0.11739987967373262,0.05330674585880737,0.0850198338912885,0.10017820826962043,0.17059122008909117,0.07034783480674615,0.13079688252658114,0.03675362438657882,0.05578617862474683,0.04289961307503548,0.07209664388881819,0.041557164675218444,0.06495323646447305,0.05641723331268705,0.09967116022236797,0.05833021214453877,0.0964934126866558,0.06667902934033572,0.0981246009300596,0.027197092383841746,0.03720865119772715,0.032233831832260064,0.042406348286286366,0.0773148003016284,0.12289352197607176,0.07491562545652508,0.10370894211028013,0.042033747836766874,0.06431918523039801,0.03694343552187403,0.054665508787580676,0.02299711923494402,0.033357483275516214,0.024301790664257944,0.03433515554072135,0.02528655091358972,0.034261970663966995,0.027841625126512285,0.037171292548479326,0.030177720968043872,0.043284250932105105,0.02598364059968621,0.03775094921361408,0.03354977872683771,0.0523273704284914,0.035306606344400165,0.05191580207346649,0.030459942683499764,0.04843533081220501,0.02211798723686481,0.03244720128396282,0.03896948915018086,0.06700409056720057,0.02764510804537974,0.044640964940444366,0.019709982825265936,0.02954706112414563,0.019174226414723203,0.026836040588977206,0.02142325807785171,0.03253574239251207,0.025815959939371063,0.03869657294836303,0.04862830923700456,0.08964911349701064,0.03797577554541066,0.06862654101866995,0.045074008542768836,0.0755739435919911,0.0383422719194703,0.07198361177820543,0.02978218968399978,0.04860581806665642,0.032003533175470826,0.056346319322747106,0.02601838900967272,0.039189914571628424,0.03030774844679879,0.04750303359744601,0.017534317453721873,0.025662961074541277,0.01518771129065117,0.02172439389006461,0.01873338410899655,0.026388520083210753,0.020099346005086633,0.02815760920899582,0.018214471531855545,0.025333814812560983,0.017304315463537157,0.024467074514523665,0.021917442746504076,0.03158077259257481,0.019660369070671826,0.02889219840762,0.02018670685009421,0.029741992426233904,0.020428786799379334,0.027424780801369647,0.020197613082821385,0.029004534739002014,0.0213688336288218,0.029281401515531782,0.029798587450348663,0.04770331983846037,0.023630764953516483,0.03203562652606155,0.026725213202123187,0.03713314421114754,0.022336267694732962,0.03054453321733711,0,1
case_00004,0.3777173551141771,0.4840777368608367,0.2064774297413231,0.40847619260316503,0.13434308571651804,0.26021123891593806,0.14327383473284844,0.1971498389855877,0.20534862825118425,0.25307648818042683,0.053139583831477114,0.09160798387800127,0.08078738748780295,0.14990572917082853,0.061367497647327095,0.11110349595683114,0.053178871880800345,0.0953489454923648,0.10567519714200187,0.19982738528316457,0.08615321130373012,0.16957309445106586,0.02940160057907954,0.04994783107088124,0.042348077842858295,0.08373642428006227,0.03775320729467581,0.060621647923484005,0.059667726060977096,0.11294510832881374,0.05671322548089355,0.08019464334339557,0.06847467332866315,0.08937886089175709,0.02661968099401598,0.04196707681955915,0.03321330970859775,0.05086258013583931,0.07817774582827848,0.11269864027493233,0.07409231800310574,0.10069708883237967,0.04200318050504113,0.06868458095854915,0.04000841133061194,0.06144574079640305,0.015930125871329002,0.023122540911306538,0.020261801918294926,0.028936388925940183,0.01994576020992419,0.02710099374689972,0.026524886409558548,0.04115073142703141,0.025589204207499067,0.04386576443138325,0.023050493612251494,0.03645386732707469,0.03556875290818642,0.06053033863805662,0.031651379244449655,0.047790001978574165,0.026745386531230275,0.0468750736330781,0.02087592740114862,0.034962180685141224,0.043404053017318776,0.07294954970534132,0.02475251047391051,0.04371948431814351,0.012579990494033627,0.02148194897682719,0.013839423467597032,0.025941319721262113,0.015130710751033808,0.025272432571223708,0.017134981793975993,0.030379131981004864,0.03930563162172667,0.08339253005954095,0.03341271448696705,0.06539227315906719,0.0433117704946852,0.08401909846544738,0.03205090378904805,0.05751028114125139,0.024036508825349107,0.04340003201096691,0.0319992539197726,0.06337612691477591,0.020900725741277208,0.036256769718485835,0.025940790416816652,0.05099845770929192,0.00795969839242385,0.012025476857204632,0.008912107575391548,0.013899495253573355,0.00902232295398048,0.013792053921165871,0.010960907955527757,0.01818462772515807,0.011183449527611147,0.01872155586207403,0.009125679251272542,0.01377418456040103,0.013652276996012166,0.023190714470165897,0.013511956893514254,0.02173203679014211,0.015394471906807988,0.02323191484522761,0.01737711510056408,0.027525909964835716,0.012750048755769147,0.020843099854069035,0.014575387150345728,0.023402282579320366,0.020035280958556008,0.03500840731814277,0.01819137849112991,0.029590570803279915,0.018729672575001903,0.0324117058717347,0.015343365214876748,0.02503340892825273,0,1
case_00005,0.30817928354306423,0.4457352643179073,0.15910703813047758,0.3009258320170727,0.09926508126667265,0.1687728715012037,0.1267603385280979,0.23893328557982774,0.14787323424890708,0.24341290862217818,0.04967660949700573,0.09840644701010261,0.07107303312004752,0.13711789597453383,0.08008597372587369,0.15324925998116223,0.054776372457400725,0.10505177895126279,0.1014497939025084,0.19435574326398625,0.07202655373563611,0.12465989628228168,0.03664372114821227,0.06180084431913246,0.03892336709749315,0.0652930840671371,0.049542580220528036,0.09128293972547334,0.05123680691595335,0.09325815024692564,0.03528506066546065,0.05299623623560864,0.049248816253293554,0.08177170593866612,0.02121868617826276,0.03938539438679123,0.030640958400973306,0.05519085625545995,0.06949416064506024,0.13754838269489997,0.06291801391722372,0.12415774003256554,0.039462869190704415,0.09155007626423341,0.034540015569746375,0.06629040889417237,0.017400848428925367,0.02798523950889561,0.020814432042329058,0.04001444710872397,0.022023190518115292,0.039461823387566194,0.027064461068701848,0.05532317382965833,0.03152917181201809,0.0558302773685059,0.026448476617412668,0.047105816222628036,0.03564283418763071,0.0697628594856513,0.030397777156954874,0.05833130063351936,0.02779622873314496,0.049463252851055704,0.026507037324568872,0.04353808656238071,0.03813996236952728,0.07232730964385187,0.031672683748379726,0.054684982068872824,0.01994082786083759,0.03246341336689738,0.02466787298564656,0.040997109348902924,0.021484405547055933,0.03685745769815944,0.02709693645758183,0.04612082333545533,0.05313914416730063,0.10344875482665894,0.04067178346981533,0.070791895624988,0.04780970149483088,0.09220483440044523,0.04067258596365199,0.07018871479211959,0.028786367398616147,0.05012730796373711,0.0321391802453746,0.05641150914122435,0.027197660105545356,0.04847391027654482,0.03308923903914646,0.0600777278455868,0.01356902679762545,0.020675566459910092,0.015057135298821717,0.02537060787439734,0.01469904483427203,0.022577043591533497,0.018206700574250917,0.029494216051283644,0.016982234775616216,0.03020176163447025,0.015256548614359497,0.02358969903885823,0.02369057849014641,0.040866708369027234,0.0197861044879758,0.03287496891616957,0.017109500480369383,0.026007770906381615,0.019489738818648458,0.03130552360947112,0.018338424815240284,0.030236990260183505,0.019338180600998896,0.031697599474574845,0.027343231633801618,0.0497501145175779,0.024683084085577373,0.041981321085160166,0.026259546944762534,0.046944425321187054,0.022271615717869654,0.036257734418523535,1,3
case_00006,0.2676604135663939,0.43498328115074475,0.2096682647563079,0.4159675579402258,0.10201736193708216,0.1774345460415301,0.08658000143014645,0.1309360298355598,0.11053303382214429,0.1825059143795763,0.040698607253164654,0.06400187148392447,0.06028744338918211,0.11463508351433836,0.08509505488272422,0.14470522762242521,0.06129905943624501,0.10505078863971967,0.15614266004646815,0.29846255157388846,0.08276373345266246,0.1332316573642264,0.03168364974128623,0.05492422767822412,0.04756220898073242,0.08382486080829775,0.038372493495872816,0.06117104459495814,0.05557614720591792,0.09138790421187695,0.028511743763103274,0.040602640942334026,0.042766804613649734,0.06462994243148255,0.018614333294608734,0.026778585445138548,0.02395658171979139,0.041681235344669734,0.060361942989881665,0.09718376227824108,0.05010967444225141,0.07689144211693912,0.02763751423402099,0.04524111934708828,0.026612097854117802,0.042199667706084,0.014444799419909646,0.02465575234070376,0.01839407007936218,0.031044040810533777,0.015393898849374076,0.021956088373899563,0.02074259176960954,0.029611666146582342,0.026456309469488737,0.04468986157288654,0.022500482264647143,0.03533870823215934,0.027212809311004726,0.043241449837954284,0.02592560919697549,0.038720212367871085,0.05106870580009077,0.09079514299313261,0.040008547925307544,0.06387232848948053,0.06883196236652221,0.112860402543202,0.048710219099940645,0.08234717085407951,0.022328949207057542,0.03329944120134487,0.031322623557927094,0.051977884362618736,0.025530276402098446,0.03974804476645277,0.03495067044774443,0.06098642405809591,0.07328601658928918,0.12622339331684498,0.05584446614251183,0.09157268268635597,0.07854726862856262,0.14122383861555265,0.058699128805861166,0.09675592208010225,0.03024554877157998,0.04939005516854863,0.03951160361694558,0.06593832326049896,0.028460695764205294,0.043940259763498565,0.04047852758704033,0.06691549610134832,0.013516284170785146,0.021549179178570042,0.015375706143353242,0.025261338520790075,0.015671655625717415,0.026448730598174795,0.018124340375677745,0.028114526388285307,0.020835211510397883,0.03433546928166283,0.017969004460977857,0.027823046113617956,0.022173201373978695,0.03716875274085794,0.020653572579625645,0.03179045185320412,0.016119779069007426,0.02448824028946601,0.017977360214623022,0.02956729848201631,0.017060724435431916,0.026618020514747535,0.017592400079443463,0.026787735155451926,0.02439651695136757,0.04131003925936443,0.022253770901464187,0.03404075128585124,0.024851037935283756,0.03735704852874878,0.022383905094825064,0.032622136403189825,0,1
case_00007,0.36406300785480966,0.47864765377779606,0.16144678574582447,0.3454640350605801,0.09416303888229478,0.16355621763004516,0.12211839830152692,0.1608612555087787,0.17146037213722276,0.2487188612755882,0.04769158123180685,0.07567142098164188,0.062298586852746876,0.11211812135578157,0.05313401759763122,0.10861458693388412,0.035999199077002296,0.06097703317277309,0.07721966209613985,0.15621386003155202,0.06429277549971973,0.12566487468085502,0.025007135792270062,0.03935807544767033,0.029405593839633842,0.05119310941911259,0.034009511652108054,0.05396621224343331,0.04401837058646316,0.07793950760480724,0.05381536901364355,0.06454477990735738,0.06658191904892936,0.08279592711498275,0.025182446546909987,0.03793706375495949,0.02856002785370735,0.04417392633325128,0.0880332409338515,0.11712301930007922,0.09834387810234727,0.14805903718360314,0.03521598856961927,0.06137469448035175,0.03343785431383463,0.052521415999350334,0.014994174748462553,0.02276379201763818,0.01568626165383255,0.023327629309588257,0.01827443020034958,0.024753746229047306,0.02194871652892115,0.03442977511322505,0.02056299962497924,0.03165684730085807,0.018365430013419726,0.027928125851795965,0.02771060520192211,0.042956795029482936,0.024088952651292798,0.03776916326255611,0.026769689715587294,0.04250050044881602,0.014723467538987697,0.02303820008964708,0.030681098032851982,0.058590958612695095,0.020328650081748494,0.03525509947269665,0.008808881469918728,0.013398060394593372,0.011592625341170847,0.021483718304993675,0.011341800129928853,0.017429686984034864,0.013611390361891938,0.022754051108407898,0.0295100994532319,0.06049347087599612,0.02141843671195531,0.03719926031240436,0.02739132150382289,0.052549473403544364,0.02311270609322299,0.04331670497806392,0.016830908128661524,0.0273162840615094,0.018948166462081945,0.03191729069953352,0.01459652411234449,0.0221542061741212,0.017963805325376413,0.030403908978212255,0.006493604580860182,0.008743138869782677,0.006754228860792704,0.00959386930906371,0.007993779836123245,0.011497784869432872,0.009025717545595462,0.013088788660823547,0.007774990349584743,0.01135830781232187,0.007917805973142598,0.01328910264763547,0.010380186278625707,0.01535824123094494,0.009477726467687787,0.014765250575797856,0.010694260169662883,0.015328388887078987,0.01245362119197039,0.020319897349769207,0.009223121425103375,0.013235251256039441,0.010628255051596251,0.015990532741168004,0.0147028897615241,0.024535166970282508,0.013130104287659665,0.02093419997886878,0.013009548797328088,0.019636834231477582,0.012040437177811524,0.019562667580348567,0,1
case_00008,0.25666126229753505,0.3463184007329125,0.22545355756445373,0.41239437729790696,0.0955966258241697,0.16621718474644304,0.08155393130803013,0.16751350255640388,0.11356009179709922,0.20920003521411254,0.034274603539018296,0.051887595268824166,0.052530153791284784,0.09094030900588634,0.14116359181762259,0.2431792804696836,0.0688965759261274,0.11830211324970595,0.18035574312739155,0.3087545521036027,0.08333173688282845,0.13511177236603253,0.029648920215516354,0.044937866317093525,0.043958081102690706,0.07456608816764158,0.030710717738876975,0.04607818444750551,0.04803806648296045,0.08015934215175029,0.0359948323153272,0.05562322542147489,0.04715246757976121,0.07259655486322535,0.015392498753744125,0.02155254709153353,0.019648658209815862,0.029194375754386888,0.05607089319339751,0.10800143895682085,0.05980005644092822,0.09785684971516931,0.023219350267524107,0.03267107145289015,0.0217707400434248,0.033943517205502,0.01432528226269385,0.021898545724084027,0.017539146289640695,0.0260227280255503,0.015031197246701693,0.022842374519161057,0.01898966777233242,0.027278093038335213,0.02189453752348489,0.03419705190058883,0.020028897290828615,0.03232213176579991,0.02312603261321291,0.034231337169185576,0.02113229216758501,0.033593168885613346,0.05721381942877871,0.08759802462215005,0.03742731796246882,0.06277584445060484,0.07552955031591961,0.12805044127940876,0.047425665508138745,0.07382823777065983,0.021779697667447494,0.033458994477271534,0.02951218892521623,0.050089360249864476,0.025488647034320848,0.04173884842612516,0.03406302048981902,0.05667964879728027,0.10019321661179997,0.1606380597761609,0.06106203775928149,0.10403088727065152,0.11774351777919971,0.16626220977298167,0.06358885607884299,0.09356804092540992,0.02901058118857464,0.04668221046005297,0.04375488368722627,0.07364241776162682,0.029547752634792156,0.04375960474139311,0.0423752260386097,0.06646567696296993,0.013128239983493878,0.01783939423633217,0.01549559253310558,0.02168836703909891,0.015053052397998418,0.021366532861917704,0.017522436916642452,0.02428813546328173,0.01960930826602116,0.03105701090373985,0.017333991728303293,0.025136742815477568,0.023217960843354753,0.034768179934416776,0.01993794229789293,0.030742420514009935,0.01479825953770753,0.02034592077357399,0.019086637200458906,0.028192020400827564,0.01618607338365616,0.022965457011361327,0.01887611916302693,0.026014440569252905,0.02486341256098866,0.03525101657187335,0.02017821023316917,0.0324704245165077,0.02593943514132119,0.03798649396043136,0.02330145221675091,0.03378629884515331,1,4
case_00009,0.2709285782534278,0.353637486010142,0.11344921105294224,0.23637293753107957,0.09287932193300344,0.19159475468173198,0.11325753454633519,0.17474590142493537,0.17816963039592587,0.29919374297945944,0.04191246028423852,0.08047911887132896,0.05830988087781488,0.11861902148067693,0.041563704146270516,0.07618088504757285,0.03200121960281401,0.05855760389546215,0.0563078294986763,0.10694061893925065,0.05292672660988289,0.10883740703108902,0.022683384696353733,0.042479618534725476,0.028704318806692337,0.053406647804305124,0.028856455417506106,0.053608410975465724,0.043852139110496687,0.08483564448143428,0.050586189306452034,0.0974043200258,0.061208458735801045,0.08656013543910449,0.023716757717275872,0.04160555334613635,0.026736475861634214,0.04478785119264584,0.06822726191766522,0.11697403717301706,0.05960606636166437,0.09839742322302424,0.0315471254773216,0.05491344096585562,0.030814570259086668,0.062453848067222595,0.013958337687289244,0.02367135705532431,0.015849679065640367,0.028371986046578642,0.016714386450434524,0.025848221899039157,0.021059905516083104,0.03554493634243252,0.020392670308144633,0.036940887177084165,0.01884864868916559,0.036685758165784565,0.026149101596197804,0.04961952571999576,0.02282264725710679,0.04168531611120092,0.015321415087580755,0.024718632855108464,0.012328037309406858,0.023717336110440086,0.020033389975738728,0.03481074625643455,0.017660145712732996,0.032397995179163405,0.009740924170342592,0.01747274632753206,0.01001817085086952,0.01808192558840041,0.013817524563311853,0.025728757031980288,0.01445974800190985,0.027620924381381393,0.026558618896496515,0.050604330789462,0.02182217008061203,0.04384138654680207,0.024116510631130985,0.04685817003949702,0.01961924126154216,0.03607777090706458,0.018151458691339478,0.03732974239538057,0.01961336768963117,0.037055332189079554,0.015658742091252485,0.027815486450933093,0.016176015532046218,0.03190486485081774,0.007282221783753227,0.012652928860048275,0.008491080571269056,0.015239162670759568,0.008814580563449,0.015267795266679627,0.00992421824465297,0.01667812482733574,0.009564345646184077,0.01722096495342084,0.009054430177469954,0.01655578720308496,0.011264299714510234,0.019891182091861685,0.010932130227743643,0.018401648950676117,0.012600218247589768,0.02222636445636641,0.013920959829412344,0.026400642862445648,0.010897999695325523,0.018629971252963312,0.011498864821244983,0.020391487910310806,0.017602130317213173,0.03320611074128095,0.014593657758028903,0.024795924109899437,0.013615134977414409,0.024535254476259385,0.013200633037872169,0.0244331051211605,0,1
